nome,posicao_jogador,idade,altura_jogador,peso_jogador,nacionalidade,time,ano,classificacao_time
Tony Caig24,G,47.0,1.83,84.0,Inglaterra,newcastle united,2004,14
Stephen Carr2,D,45.0,1.75,78.0,Irlanda,newcastle united,2004,14
Robbie Elliott3,D,48.0,1.78,69.0,Inglaterra,newcastle united,2004,14
Jean Alain Boumsong6,D,42.0,1.91,87.0,França,newcastle united,2004,14
Titus Bramble19,D,40.0,1.85,86.0,Inglaterra,newcastle united,2004,14
Peter Ramage26,D,38.0,1.85,76.0,Inglaterra,newcastle united,2004,14
Steven Taylor27,D,36.0,1.88,81.0,Inglaterra,newcastle united,2004,14
Celestine Babayaro33,D,43.0,1.75,68.0,Nigéria,newcastle united,2004,14
Paul Huntington54,D,34.0,1.91,82.0,Inglaterra,newcastle united,2004,14
Nicky Butt4,M,47.0,1.78,68.0,Inglaterra,newcastle united,2004,14
Emre Belözoglu5,M,41.0,1.7,66.0,Turquia,newcastle united,2004,14
Jermaine Jenas7,M,39.0,1.78,76.0,Inglaterra,newcastle united,2004,14
Kieron Courtney Dyer8,M,43.0,1.73,64.0,Inglaterra,newcastle united,2004,14
Lee Bowyer11,M,45.0,1.75,66.0,Inglaterra,newcastle united,2004,14
Charles N'Zogbia14,M,35.0,1.7,69.0,França,newcastle united,2004,14
Amdy Faye15,M,44.0,1.83,78.0,Senegal,newcastle united,2004,14
James Milner16,M,36.0,1.75,68.0,Inglaterra,newcastle united,2004,14
Scott Parker17,M,41.0,1.75,69.0,Inglaterra,newcastle united,2004,14
Hugo Viana20,M,37.0,1.8,73.0,Portugal,newcastle united,2004,14
Alan O'Brien37,M,37.0,1.78,71.0,Irlanda,newcastle united,2004,14
Martin Brittain39,M,37.0,1.73,66.0,Inglaterra,newcastle united,2004,14
Alan Shearer9,A,51.0,1.83,76.0,Inglaterra,newcastle united,2004,14
Shola Ameobi23,A,40.0,1.8,92.0,Nigéria,newcastle united,2004,14
Michael Chopra28,A,38.0,1.75,65.0,Inglaterra,newcastle united,2004,14
Steve Drench,G,36.0,1.85,78.0,Inglaterra,blackburn rovers,2004,15
Brad Friedel1,G,50.0,1.88,91.0,Estados Unidos,blackburn rovers,2004,15
Peter Enckelman13,G,44.0,1.88,89.0,Finlândia,blackburn rovers,2004,15
David Yelldell26,G,40.0,1.98,82.0,Alemanha,blackburn rovers,2004,15
Lucas Neill2,D,43.0,1.85,78.0,Austrália,blackburn rovers,2004,15
Lorenzo Amoruso4,D,50.0,1.88,83.0,Itália,blackburn rovers,2004,15
Brett Emerton7,D,42.0,1.85,87.0,Austrália,blackburn rovers,2004,15
Aaron Mokoena15,D,41.0,1.83,78.0,África do Sul,blackburn rovers,2004,15
Vratislav Gresko23,D,44.0,1.83,77.0,Eslováquia,blackburn rovers,2004,15
Andy Todd24,D,47.0,1.78,74.0,Inglaterra,blackburn rovers,2004,15
James McEveley25,D,37.0,1.83,80.0,Escócia,blackburn rovers,2004,15
Ryan Nelsen29,D,44.0,1.85,77.0,Nova Zelândia,blackburn rovers,2004,15
Andy Taylor32,D,35.0,1.83,76.0,Inglaterra,blackburn rovers,2004,15
Michael Gray33,D,47.0,1.7,68.0,Inglaterra,blackburn rovers,2004,15
Gary Harkins,M,37.0,1.88,81.0,Escócia,blackburn rovers,2004,15
Jerome Watt,M,37.0,,74.0,Inglaterra,blackburn rovers,2004,15
Garry Flitcroft5,M,49.0,1.83,79.0,Inglaterra,blackburn rovers,2004,15
Tugay Kerimoglu8,M,51.0,1.75,73.0,Turquia,blackburn rovers,2004,15
Morten Gamst Pedersen12,M,40.0,1.83,73.0,Noruega,blackburn rovers,2004,15
Steven Reid18,M,40.0,1.85,87.0,Irlanda,blackburn rovers,2004,15
Paul Gallagher19,M,37.0,1.88,81.0,Escócia,blackburn rovers,2004,15
David Thompson20,M,44.0,1.7,63.0,Inglaterra,blackburn rovers,2004,15
Jonathan Douglas21,M,40.0,1.8,74.0,Irlanda,blackburn rovers,2004,15
Dominic Matteo22,M,47.0,1.85,73.0,Escócia,blackburn rovers,2004,15
Robbie Savage31,M,47.0,1.85,73.0,País de Gales,blackburn rovers,2004,15
Shefki Kuqi,A,45.0,1.91,88.0,Finlândia,blackburn rovers,2004,15
Craig Bellamy,A,42.0,1.75,68.0,País de Gales,blackburn rovers,2004,15
Paul Dickov10,A,49.0,1.68,73.0,Escócia,blackburn rovers,2004,15
Matt Jansen17,A,44.0,1.8,74.0,Inglaterra,blackburn rovers,2004,15
Jemal Johnson28,A,36.0,1.83,73.0,Estados Unidos,blackburn rovers,2004,15
Matt Derbyshire30,A,35.0,1.78,71.0,Inglaterra,blackburn rovers,2004,15
Andrea Guatelli29,G,37.0,1.98,96.0,--,portsmouth,2004,16
Jamie Ashdown30,G,41.0,1.93,78.0,Inglaterra,portsmouth,2004,16
Kostas Chalkias33,G,47.0,1.98,180.0,Grécia,portsmouth,2004,16
Gregory Vignal,D,40.0,1.8,77.0,França,portsmouth,2004,16
Andrew O'Brien,D,42.0,1.91,92.0,Irlanda,portsmouth,2004,16
Gary Silk,D,37.0,1.75,77.0,Inglaterra,portsmouth,2004,16
Linvoy Primus2,D,48.0,1.83,76.0,Inglaterra,portsmouth,2004,16
Dejan Stefanovic3,D,47.0,1.8,83.0,Serbia & Montenegro,portsmouth,2004,16
David Unsworth4,D,48.0,1.83,97.0,Inglaterra,portsmouth,2004,16
Arjan De Zeeuw6,D,51.0,1.85,87.0,Holanda,portsmouth,2004,16
Andy Griffin16,D,42.0,1.73,68.0,Inglaterra,portsmouth,2004,16
Aliou Cisse18,D,45.0,1.8,73.0,Senegal,portsmouth,2004,16
Scott Harris,M,36.0,,,Inglaterra,portsmouth,2004,16
Laurent Robert,M,46.0,1.73,69.0,França,portsmouth,2004,16
Jhon Viáfara,M,43.0,1.83,83.0,Colômbia,portsmouth,2004,16
Giannis Skopelitis11,M,43.0,1.8,74.0,--,portsmouth,2004,16
Matthew Taylor14,M,40.0,1.78,73.0,Inglaterra,portsmouth,2004,16
Richard Hughes22,M,42.0,1.83,82.0,Escócia,portsmouth,2004,16
Gary O'Neil26,M,38.0,1.73,68.0,Inglaterra,portsmouth,2004,16
Liam Horsted,A,36.0,,,--,portsmouth,2004,16
Svetoslav Todorov9,A,43.0,1.8,74.0,Bulgária,portsmouth,2004,16
Vincent Pericard17,A,39.0,1.85,86.0,França,portsmouth,2004,16
Ricardo Fuller19,A,42.0,1.91,78.0,Jamaica,portsmouth,2004,16
Diomansy Kamara21,A,41.0,1.8,72.0,França,portsmouth,2004,16
Aleksandar Rodic27,A,42.0,1.88,82.0,--,portsmouth,2004,16
James Keene28,A,36.0,1.8,73.0,Inglaterra,portsmouth,2004,16
Lomana Tresor LuaLua32,A,41.0,1.78,72.0,Congo DR,portsmouth,2004,16
Chris Kirkland,G,40.0,1.91,73.0,Inglaterra,west bromwich albion,2004,17
Russell Hoult1,G,49.0,1.93,92.0,Inglaterra,west bromwich albion,2004,17
Joe Murphy28,G,40.0,1.88,78.0,Irlanda,west bromwich albion,2004,17
Tomasz Kuszczak29,G,39.0,1.91,83.0,Polônia,west bromwich albion,2004,17
Steve Watson,D,47.0,1.85,79.0,Inglaterra,west bromwich albion,2004,17
Paul Robinson3,D,43.0,1.75,80.0,Inglaterra,west bromwich albion,2004,17
Thomas Gaardsoe4,D,42.0,1.88,83.0,Dinamarca,west bromwich albion,2004,17
Darren Moore5,D,47.0,1.88,96.0,Jamaica,west bromwich albion,2004,17
Darren Purse6,D,45.0,1.88,79.0,Inglaterra,west bromwich albion,2004,17
Martin Albrechtsen14,D,41.0,1.88,78.0,Dinamarca,west bromwich albion,2004,17
Neil Clement19,D,43.0,1.83,77.0,Inglaterra,west bromwich albion,2004,17
Darren Carter,M,38.0,1.88,78.0,Inglaterra,west bromwich albion,2004,17
Riccardo Scimeca2,M,46.0,1.85,79.0,Inglaterra,west bromwich albion,2004,17
Jason Koumas7,M,42.0,1.78,73.0,País de Gales,west bromwich albion,2004,17
Jonathan Greening8,M,43.0,1.8,74.0,Inglaterra,west bromwich albion,2004,17
Andy Johnson10,M,47.0,1.83,68.0,País de Gales,west bromwich albion,2004,17
Zoltan Gera11,M,42.0,1.83,75.0,Hungria,west bromwich albion,2004,17
Richard Chaplow12,M,37.0,1.83,69.0,Inglaterra,west bromwich albion,2004,17
Lloyd Dyer18,M,39.0,1.73,63.0,Inglaterra,west bromwich albion,2004,17
Ronnie Wallwork24,M,44.0,1.78,79.0,Inglaterra,west bromwich albion,2004,17
Junichi Inamoto33,M,42.0,1.8,74.0,Japão,west bromwich albion,2004,17
Rob Elvins,A,35.0,1.85,84.0,Inglaterra,west bromwich albion,2004,17
Geoff Horsfield9,A,48.0,1.83,79.0,Inglaterra,west bromwich albion,2004,17
Kevin Campbell21,A,52.0,1.85,86.0,Inglaterra,west bromwich albion,2004,17
Kanu25,A,45.0,1.98,79.0,Nigéria,west bromwich albion,2004,17
Robert Earnshaw34,A,40.0,1.73,72.0,País de Gales,west bromwich albion,2004,17
Julian Speroni1,G,42.0,1.85,87.0,Argentina,crystal palace,2004,18
 Gábor Király28,G,45.0,1.91,84.0,Hungria,crystal palace,2004,18
Darren Ward,D,43.0,1.91,91.0,Inglaterra,crystal palace,2004,18
Danny Butterfield2,D,42.0,1.8,71.0,Inglaterra,crystal palace,2004,18
Danny Granville3,D,47.0,1.8,76.0,Inglaterra,crystal palace,2004,18
Mark Hudson5,D,39.0,1.85,76.0,Inglaterra,crystal palace,2004,18
Tony Popovic6,D,48.0,1.93,83.0,Austrália,crystal palace,2004,18
Gary Borrowdale18,D,36.0,1.83,76.0,Inglaterra,crystal palace,2004,18
Emmerson Boyce21,D,42.0,1.8,73.0,Inglaterra,crystal palace,2004,18
Fitz Hall25,D,41.0,1.93,97.0,Inglaterra,crystal palace,2004,18
Jobi McAnuff,M,40.0,1.78,68.0,Jamaica,crystal palace,2004,18
Mikele Leigertwood12,M,39.0,1.88,78.0,Inglaterra,crystal palace,2004,18
Ben Watson14,M,36.0,1.78,68.0,Inglaterra,crystal palace,2004,18
Aki Riihilahti15,M,45.0,1.85,79.0,Finlândia,crystal palace,2004,18
Tommy Black16,M,42.0,1.78,71.0,Inglaterra,crystal palace,2004,18
Michael Hughes17,M,50.0,1.68,67.0,Irlanda do Norte,crystal palace,2004,18
Tom Soares19,M,35.0,1.83,72.0,Inglaterra,crystal palace,2004,18
Sam Togwell29,M,37.0,1.8,77.0,Inglaterra,crystal palace,2004,18
Tyrone Berry31,M,34.0,1.73,82.0,Inglaterra,crystal palace,2004,18
Jonathan Macken,A,44.0,1.78,78.0,Irlanda,crystal palace,2004,18
Andrew Johnson8,A,41.0,1.7,96.0,Inglaterra,crystal palace,2004,18
Dougie Freedman9,A,48.0,1.75,71.0,Escócia,crystal palace,2004,18
Sandor Torghelle10,A,39.0,1.85,74.0,Hungria,crystal palace,2004,18
Neil Shipperley11,A,47.0,1.85,87.0,Inglaterra,crystal palace,2004,18
Joonas Kolkka22,A,47.0,1.75,71.0,Finlândia,crystal palace,2004,18
Wayne Andrews23,A,44.0,1.78,70.0,Inglaterra,crystal palace,2004,18
Darren Ward12,G,47.0,1.8,83.0,País de Gales,norwich city,2004,19
Paul Gallacher21,G,42.0,1.83,74.0,Escócia,norwich city,2004,19
Joe Lewis30,G,34.0,1.98,83.0,Inglaterra,norwich city,2004,19
Matthieu Louis-Jean2,D,45.0,1.75,74.0,França,norwich city,2004,19
Adam Drury3,D,28.0,1.78,68.0,Inglaterra,norwich city,2004,19
Jason Shackell4,D,38.0,1.93,83.0,Inglaterra,norwich city,2004,19
Craig Fleming5,D,50.0,1.83,76.0,Inglaterra,norwich city,2004,19
Jim Brennan11,D,44.0,1.75,78.0,Canadá,norwich city,2004,19
Simon Charlton16,D,50.0,1.73,74.0,Inglaterra,norwich city,2004,19
Ryan Jarvis23,D,21.0,1.83,78.0,Filipinas,norwich city,2004,19
Thomas Helveg26,D,50.0,1.8,79.0,Dinamarca,norwich city,2004,19
Gary Doherty27,D,42.0,1.88,83.0,Irlanda,norwich city,2004,19
Jason Jarrett7,M,42.0,1.83,83.0,Inglaterra,norwich city,2004,19
Mattias Jonson9,M,48.0,1.78,78.0,Suécia,norwich city,2004,19
Youssef Safri15,M,44.0,1.78,64.0,Marrocos,norwich city,2004,19
Damien Francis20,M,42.0,1.88,81.0,Inglaterra,norwich city,2004,19
Peter Thorne,A,48.0,1.83,80.0,Inglaterra,norwich city,2004,19
Robert Green1,A,42.0,1.91,92.0,Inglaterra,norwich city,2004,19
Darren Huckerby6,A,45.0,1.78,69.0,Inglaterra,norwich city,2004,19
Dean Ashton10,A,39.0,1.85,78.0,Inglaterra,norwich city,2004,19
Leon McKenzie14,A,43.0,1.8,78.0,Inglaterra,norwich city,2004,19
Paul McVeigh18,A,44.0,1.68,66.0,Irlanda do Norte,norwich city,2004,19
Ian Henderson22,A,37.0,1.75,67.0,Inglaterra,norwich city,2004,19
Antti Niemi1,G,49.0,1.85,88.0,Finlândia,southampton,2004,20
Paul Smith13,G,42.0,1.93,88.0,Inglaterra,southampton,2004,20
Michael Poke25,G,36.0,1.85,87.0,Inglaterra,southampton,2004,20
Alan Blayney28,G,40.0,1.88,87.0,Irlanda do Norte,southampton,2004,20
Darren Powell,D,45.0,1.93,88.0,Inglaterra,southampton,2004,20
Eddie Anaclet,D,36.0,1.75,63.0,África do Sul,southampton,2004,20
Claus Lundekvam5,D,48.0,1.91,81.0,Noruega,southampton,2004,20
Stephen Crainey6,D,40.0,1.75,60.0,Escócia,southampton,2004,20
Andreas Jakobsson6,D,49.0,1.88,83.0,Suécia,southampton,2004,20
Michael Svensson11,D,46.0,1.88,85.0,Suécia,southampton,2004,20
Martin Cranie16,D,35.0,1.83,78.0,Inglaterra,southampton,2004,20
Danny Higginbotham19,D,43.0,1.88,78.0,Inglaterra,southampton,2004,20
Darren Kenton22,D,43.0,1.75,74.0,Inglaterra,southampton,2004,20
Matthew Mills26,D,35.0,1.91,82.0,Inglaterra,southampton,2004,20
Chris Baird32,D,39.0,1.85,73.0,Irlanda do Norte,southampton,2004,20
Paul Telfer33,D,50.0,1.75,72.0,Escócia,southampton,2004,20
Tim Sparv,M,35.0,1.93,78.0,Finlândia,southampton,2004,20
Dennis Wise,M,,1.68,58.0,Inglaterra,southampton,2004,20
Feliciano Condesso,M,34.0,1.8,72.0,Portugal,southampton,2004,20
Andrew Surman,M,35.0,1.78,73.0,Inglaterra,southampton,2004,20
Matt Oakley8,M,44.0,1.78,69.0,Inglaterra,southampton,2004,20
Neil McCann10,M,47.0,1.78,69.0,Escócia,southampton,2004,20
Rory Delap18,M,45.0,1.83,73.0,Irlanda,southampton,2004,20
David Prutton20,M,40.0,1.85,72.0,Inglaterra,southampton,2004,20
Fabrice Fernandes29,M,42.0,1.75,73.0,França,southampton,2004,20
Leandre Griffit30,M,37.0,1.75,74.0,França,southampton,2004,20
Yoann Folly31,M,36.0,1.75,73.0,França,southampton,2004,20
Mikael Per Benny Nilsson35,M,43.0,1.83,74.0,Suécia,southampton,2004,20
Nigel Quashie40,M,43.0,1.83,78.0,Inglaterra,southampton,2004,20
Peter Crouch15,A,41.0,2.01,74.0,Inglaterra,southampton,2004,20
Marians Pahars17,A,45.0,1.73,63.0,Letônia,southampton,2004,20
Dexter Blackstock24,A,35.0,1.85,76.0,Inglaterra,southampton,2004,20
Leon Best27,A,35.0,1.85,91.0,Inglaterra,southampton,2004,20
Kenwyne Jones34,A,37.0,1.88,83.0,Trinidad and Tobago,southampton,2004,20
Brett Ormerod36,A,45.0,1.78,78.0,Inglaterra,southampton,2004,20
Henrique Hilario,G,46.0,1.88,84.0,Portugal,chelsea,2005,1
Petr Cech1,G,39.0,1.96,89.0,República Tcheca,chelsea,2005,1
Carlo Cudicini23,G,48.0,1.85,73.0,Itália,chelsea,2005,1
Yves Ma-Kalambay50,G,35.0,1.98,96.0,Bélgica,chelsea,2005,1
Asier Del Horno3,D,40.0,1.83,72.0,Espanha,chelsea,2005,1
Ricardo Carvalho6,D,25.0,1.85,78.0,Portugal,chelsea,2005,1
William Gallas13,D,44.0,1.8,72.0,França,chelsea,2005,1
Paulo Ferreira20,D,42.0,1.8,76.0,Portugal,chelsea,2005,1
John Terry26,D,40.0,1.88,90.0,Inglaterra,chelsea,2005,1
Robert Huth29,D,37.0,1.91,87.0,Alemanha,chelsea,2005,1
Michael Mancienne44,D,33.0,1.83,78.0,Inglaterra,chelsea,2005,1
Michael Ballack,M,45.0,1.88,84.0,Alemanha,chelsea,2005,1
John Obi Mikel,M,34.0,1.88,83.0,Nigéria,chelsea,2005,1
Salomon Kalou,M,36.0,1.75,77.0,Costa do Marfim,chelsea,2005,1
Claude Makelele4,M,48.0,1.75,69.0,França,chelsea,2005,1
Michael Essien5,M,38.0,1.78,78.0,Gana,chelsea,2005,1
Frank Lampard8,M,43.0,1.83,91.0,Inglaterra,chelsea,2005,1
Joe Cole10,M,39.0,1.75,73.0,Inglaterra,chelsea,2005,1
Geremi14,M,42.0,1.8,78.0,Camarões,chelsea,2005,1
Lassana Diarra19,M,36.0,1.73,73.0,França,chelsea,2005,1
Shaun Wright-Phillips24,M,40.0,1.65,63.0,Inglaterra,chelsea,2005,1
Jimmy Smith46,M,34.0,1.83,71.0,Inglaterra,chelsea,2005,1
Andriy Shevchenko,A,45.0,1.83,72.0,Ucrânia,chelsea,2005,1
Hernán Crespo9,A,46.0,1.83,78.0,Argentina,chelsea,2005,1
Didier Drogba15,A,43.0,1.88,79.0,Costa do Marfim,chelsea,2005,1
Arjen Robben16,A,37.0,1.8,73.0,Holanda,chelsea,2005,1
Ben Foster,G,38.0,1.93,78.0,Inglaterra,manchester united,2005,2
Tim Howard1,G,42.0,1.91,94.0,Estados Unidos,manchester united,2005,2
Edwin van der Sar19,G,51.0,1.91,83.0,Holanda,manchester united,2005,2
Luke Steele30,G,37.0,1.88,76.0,Inglaterra,manchester united,2005,2
Danny Simpson,D,34.0,1.75,78.0,Inglaterra,manchester united,2005,2
Jonny Evans,D,33.0,1.88,77.0,Irlanda do Norte,manchester united,2005,2
Gary Neville2,D,46.0,1.8,78.0,Inglaterra,manchester united,2005,2
Patrice Evra3,D,40.0,1.73,75.0,França,manchester united,2005,2
Gabriel Heinze4,D,43.0,1.78,78.0,Argentina,manchester united,2005,2
Rio Ferdinand5,D,43.0,1.88,82.0,Inglaterra,manchester united,2005,2
Wes Brown6,D,42.0,1.85,77.0,Inglaterra,manchester united,2005,2
Nemanja Vidic15,D,40.0,1.88,83.0,Sérvia,manchester united,2005,2
John O'Shea22,D,40.0,1.91,75.0,Irlanda,manchester united,2005,2
Phil Bardsley26,D,36.0,1.8,73.0,Escócia,manchester united,2005,2
Mikael Silvestre27,D,44.0,1.83,190.0,França,manchester united,2005,2
Gerard Piqué28,D,34.0,1.93,83.0,Espanha,manchester united,2005,2
Paul McShane34,D,35.0,1.83,72.0,Irlanda,manchester united,2005,2
Adam Eckersley44,D,36.0,1.8,76.0,Inglaterra,manchester united,2005,2
Darron Gibson,M,34.0,1.83,88.0,Irlanda do Norte,manchester united,2005,2
Ritchie Jones,M,35.0,1.83,69.0,Inglaterra,manchester united,2005,2
Ryan Giggs11,M,47.0,1.8,68.0,País de Gales,manchester united,2005,2
Chris Eagles12,M,35.0,1.83,68.0,Inglaterra,manchester united,2005,2
Alan Smith14,M,41.0,1.78,69.0,Inglaterra,manchester united,2005,2
Liam Miller17,M,19.0,1.7,71.0,Escócia,manchester united,2005,2
Paul Scholes18,M,46.0,1.68,69.0,Inglaterra,manchester united,2005,2
Kieran Richardson23,M,21.0,1.75,68.0,Inglaterra,manchester united,2005,2
Darren Fletcher24,M,37.0,1.83,83.0,Escócia,manchester united,2005,2
David Jones31,M,37.0,1.85,78.0,Inglaterra,manchester united,2005,2
Floribert N'Galula41,M,34.0,1.83,78.0,Bélgica,manchester united,2005,2
Cristiano Ronaldo7,A,36.0,1.88,83.0,Portugal,manchester united,2005,2
Wayne Rooney8,A,36.0,1.78,83.0,Inglaterra,manchester united,2005,2
Louis Saha9,A,43.0,1.83,72.0,França,manchester united,2005,2
Ole Gunnar Solskjaer20,A,48.0,1.78,74.0,Noruega,manchester united,2005,2
Giuseppe Rossi42,A,34.0,1.73,72.0,Itália,manchester united,2005,2
Fraizer Campbell51,A,34.0,1.73,82.0,Inglaterra,manchester united,2005,2
Jerzy Dudek1,G,48.0,1.88,83.0,Polônia,liverpool,2005,3
Scott Carson20,G,36.0,1.91,76.0,Inglaterra,liverpool,2005,3
Pepe Reina25,G,39.0,1.88,92.0,Espanha,liverpool,2005,3
Jan Kromkamp2,D,41.0,1.83,83.0,Holanda,liverpool,2005,3
Steve Finnan3,D,45.0,1.78,73.0,Irlanda,liverpool,2005,3
Sami Hyypia4,D,48.0,1.96,87.0,Finlândia,liverpool,2005,3
Daniel Agger5,D,36.0,1.88,78.0,Dinamarca,liverpool,2005,3
John Arne Riise6,D,41.0,1.85,77.0,Noruega,liverpool,2005,3
Fabio Aurelio12,D,42.0,1.78,74.0,Brasil,liverpool,2005,3
Djimi Traore21,D,41.0,1.91,83.0,Mali,liverpool,2005,3
Jamie Carragher23,D,43.0,1.85,76.0,Inglaterra,liverpool,2005,3
Stephen Warnock28,D,39.0,1.78,75.0,Inglaterra,liverpool,2005,3
Gabriel Paletta29,D,35.0,1.91,78.0,Itália,liverpool,2005,3
Jermaine Pennant,M,38.0,1.73,63.0,Inglaterra,liverpool,2005,3
Salif Diao,M,44.0,1.85,73.0,Senegal,liverpool,2005,3
Harry Kewell7,M,43.0,1.8,78.0,Austrália,liverpool,2005,3
Steven Gerrard8,M,41.0,1.85,83.0,Inglaterra,liverpool,2005,3
Luis Garcia10,M,43.0,1.75,73.0,Espanha,liverpool,2005,3
Mark González11,M,37.0,1.75,73.0,Chile,liverpool,2005,3
Xabi Alonso14,M,39.0,1.83,74.0,Espanha,liverpool,2005,3
Mohamed Sissoko22,M,36.0,1.91,87.0,Mali,liverpool,2005,3
Florent Sinama-Pongolle24,M,37.0,1.75,68.0,França,liverpool,2005,3
Paul Anderson26,M,33.0,1.75,63.0,Inglaterra,liverpool,2005,3
Boudewijn Zenden32,M,45.0,1.73,68.0,Holanda,liverpool,2005,3
Darren Potter34,M,36.0,1.85,72.0,Irlanda,liverpool,2005,3
Danny Guthrie35,M,34.0,1.75,72.0,Inglaterra,liverpool,2005,3
David Mannix38,M,36.0,1.8,72.0,Inglaterra,liverpool,2005,3
Robbie Fowler9,A,46.0,1.73,74.0,Inglaterra,liverpool,2005,3
Peter Crouch15,A,40.0,2.01,74.0,Inglaterra,liverpool,2005,3
Craig Bellamy17,A,42.0,1.75,68.0,País de Gales,liverpool,2005,3
Neil Mellor33,A,39.0,1.83,86.0,Inglaterra,liverpool,2005,3
Jens Lehmann1,G,51.0,1.91,87.0,Alemanha,arsenal,2005,4
Mart Poom21,G,49.0,1.93,84.0,Estônia,arsenal,2005,4
Manuel Almunia24,G,44.0,1.91,86.0,Espanha,arsenal,2005,4
Ashley Cole3,D,40.0,1.75,66.0,Inglaterra,arsenal,2005,4
Kolo Touré5,D,40.0,1.83,76.0,Costa do Marfim,arsenal,2005,4
Philippe Senderos6,D,36.0,1.91,83.0,Suíça,arsenal,2005,4
Lauren12,D,44.0,1.8,71.0,Camarões,arsenal,2005,4
Pascal Cygan18,D,47.0,1.93,84.0,França,arsenal,2005,4
Johan Djourou20,D,34.0,1.93,87.0,Suíça,arsenal,2005,4
Gaël Clichy22,D,36.0,1.75,63.0,França,arsenal,2005,4
Emmanuel Eboué27,D,38.0,1.78,72.0,Costa do Marfim,arsenal,2005,4
Justin Hoyte31,D,36.0,1.8,67.0,Inglaterra,arsenal,2005,4
Matthew Connolly34,D,34.0,1.88,83.0,Inglaterra,arsenal,2005,4
Abou Diaby2,M,35.0,1.88,73.0,França,arsenal,2005,4
Cesc Fàbregas4,M,34.0,1.8,77.0,Espanha,arsenal,2005,4
Tomas Rosicky7,M,41.0,1.78,68.0,República Tcheca,arsenal,2005,4
Freddie Ljungberg8,M,44.0,1.75,68.0,Suécia,arsenal,2005,4
José Antonio Reyes9,M,38.0,1.75,71.0,Espanha,arsenal,2005,4
Alexsandr Hleb13,M,40.0,1.85,73.0,Belarus,arsenal,2005,4
Mathieu Flamini16,M,37.0,1.78,67.0,França,arsenal,2005,4
Alex Song17,M,34.0,1.83,73.0,Camarões,arsenal,2005,4
Gilberto Silva19,M,45.0,1.91,78.0,Brasil,arsenal,2005,4
Sebastian Larsson29,M,36.0,1.78,68.0,Suécia,arsenal,2005,4
Fabrice Muamba44,M,33.0,1.88,78.0,Inglaterra,arsenal,2005,4
Kanu,A,45.0,1.98,79.0,Nigéria,arsenal,2005,4
Robin van Persie11,A,38.0,1.83,71.0,Holanda,arsenal,2005,4
Thierry Henry14,A,44.0,1.88,83.0,França,arsenal,2005,4
Emmanuel Adebayor25,A,37.0,1.91,82.0,Togo,arsenal,2005,4
Jeremie Aliadiere30,A,38.0,1.83,69.0,França,arsenal,2005,4
Theo Walcott32,A,32.0,1.75,68.0,Inglaterra,arsenal,2005,4
Nicklas Bendtner33,A,33.0,1.91,83.0,Dinamarca,arsenal,2005,4
Arturo Lupoli41,A,34.0,1.73,66.0,Itália,arsenal,2005,4
Anthony Stokes45,A,33.0,1.8,68.0,Irlanda,arsenal,2005,4
Paul Robinson1,G,42.0,1.93,89.0,Inglaterra,tottenham hotspur,2005,5
Radek Cerny12,G,47.0,1.91,84.0,República Tcheca,tottenham hotspur,2005,5
Marton Fulop13,G,38.0,1.96,92.0,Hungria,tottenham hotspur,2005,5
Tommy Forecast13,G,35.0,1.96,78.0,Inglaterra,tottenham hotspur,2005,5
Robert Burch35,G,38.0,1.93,89.0,Inglaterra,tottenham hotspur,2005,5
Dorian Dervite,D,33.0,1.91,85.0,França,tottenham hotspur,2005,5
Benoît Assou-Ekotto3,D,37.0,1.78,69.0,Camarões,tottenham hotspur,2005,5
Paul Stalteri7,D,44.0,1.8,77.0,Canadá,tottenham hotspur,2005,5
Lee Young-Pyo16,D,44.0,1.75,68.0,Coreia do Sul,tottenham hotspur,2005,5
Reto Ziegler16,D,35.0,1.83,78.0,Suíça,tottenham hotspur,2005,5
Charlie Daniels18,D,35.0,1.78,73.0,Inglaterra,tottenham hotspur,2005,5
Michael Dawson20,D,37.0,1.88,76.0,Inglaterra,tottenham hotspur,2005,5
Ledley King26,D,41.0,1.88,82.0,Inglaterra,tottenham hotspur,2005,5
Calum Davenport27,D,38.0,1.93,77.0,Inglaterra,tottenham hotspur,2005,5
Philip Ifil29,D,34.0,1.75,73.0,Inglaterra,tottenham hotspur,2005,5
Anthony Gardner30,D,40.0,1.96,87.0,Inglaterra,tottenham hotspur,2005,5
Didier Zokora,M,40.0,1.83,68.0,Costa do Marfim,tottenham hotspur,2005,5
Edgar Davids5,M,48.0,1.7,68.0,Holanda,tottenham hotspur,2005,5
Teemu Tainio6,M,41.0,1.75,71.0,Finlândia,tottenham hotspur,2005,5
Hossam Ghaly7,M,39.0,1.83,77.0,Egito,tottenham hotspur,2005,5
Danny Murphy8,M,44.0,1.75,67.0,Inglaterra,tottenham hotspur,2005,5
Jamie O'Hara16,M,35.0,1.8,72.0,Inglaterra,tottenham hotspur,2005,5
Kieran McKenna17,M,35.0,1.85,83.0,Irlanda do Norte,tottenham hotspur,2005,5
Andy Reid19,M,39.0,1.7,71.0,Irlanda,tottenham hotspur,2005,5
Wayne Routledge21,M,36.0,1.7,63.0,Inglaterra,tottenham hotspur,2005,5
Tom Huddlestone22,M,34.0,1.88,78.0,Inglaterra,tottenham hotspur,2005,5
Michael Carrick23,M,40.0,1.83,73.0,Inglaterra,tottenham hotspur,2005,5
